ElementId,Category,Family,Type,Level,HostWallId,OriX,OriY,OriZ,Azimuth (°),Glass Source,Glass Area (m²)
384587,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,Glass,1.51
384588,Windows,Arched (1),,01,384531,0.11,-0.99,0.0,173.64,Glass,13.43
384589,Windows,M_Casement 3x3 with Trim,,00,384531,0.11,-0.99,0.0,173.64,Glass,10.76
384580,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,Glass,13.43
384581,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,Glass,1.51
384582,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,Glass,1.51
384583,Windows,Arched (1),,01,384531,0.11,-0.99,0.0,173.64,Glass,13.43
384584,Windows,M_Casement 3x3 with Trim,,00,384531,0.11,-0.99,0.0,173.64,Glass,10.76
384575,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,Glass,13.43
384576,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,Glass,1.51
384577,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,Glass,1.51
384578,Windows,Arched (1),,01,384531,0.11,-0.99,0.0,173.64,Glass,13.43
384579,Windows,M_Casement 3x3 with Trim,,00,384531,0.11,-0.99,0.0,173.64,Glass,10.76
384570,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,Glass,13.43
384571,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,Glass,1.51
384572,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,Glass,1.51
384573,Windows,Arched (1),,01,384531,0.11,-0.99,0.0,173.64,Glass,13.43
384574,Windows,M_Casement 3x3 with Trim,,00,384531,0.11,-0.99,0.0,173.64,Glass,10.76
384565,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,Glass,13.43
384566,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,Glass,1.51
384567,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,Glass,1.51
384568,Windows,Arched (1),,01,384531,0.11,-0.99,0.0,173.64,Glass,13.43
384569,Windows,M_Casement 3x3 with Trim,,00,384531,0.11,-0.99,0.0,173.64,Glass,10.76
384560,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,Glass,13.43
384561,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,Glass,1.51
384562,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,Glass,1.51
384563,Windows,Arched (1),,01,384531,0.11,-0.99,0.0,173.64,Glass,13.43
384564,Windows,M_Casement 3x3 with Trim,,00,384531,0.11,-0.99,0.0,173.64,Glass,10.76
384535,Windows,Arched (1),,03,384532,-0.11,0.99,-0.0,353.64,Glass,13.43
384536,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384532,0.11,-0.99,0.0,173.64,Glass,1.51
384537,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384532,0.11,-0.99,0.0,173.64,Glass,1.51
384538,Windows,Arched (1),,01,384532,0.11,-0.99,0.0,173.64,Glass,13.43
384539,Windows,M_Casement 3x3 with Trim,,00,384532,0.11,-0.99,0.0,173.64,Glass,10.76
384540,Windows,Arched (1),,03,384532,-0.11,0.99,-0.0,353.64,Glass,13.43
384541,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384532,0.11,-0.99,0.0,173.64,Glass,1.51
384542,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384532,0.11,-0.99,0.0,173.64,Glass,1.51
384543,Windows,Arched (1),,01,384532,0.11,-0.99,0.0,173.64,Glass,13.43
384544,Windows,M_Casement 3x3 with Trim,,00,384532,0.11,-0.99,0.0,173.64,Glass,10.76
384545,Windows,Arched (1),,03,384532,-0.11,0.99,-0.0,353.64,Glass,13.43
384546,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384532,0.11,-0.99,0.0,173.64,Glass,1.51
384547,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384532,0.11,-0.99,0.0,173.64,Glass,1.51
384548,Windows,Arched (1),,01,384532,0.11,-0.99,0.0,173.64,Glass,13.43
384549,Windows,M_Casement 3x3 with Trim,,00,384532,0.11,-0.99,0.0,173.64,Glass,10.76
384816,Windows,M_Casement 3x3 with Trim,,01,384532,0.11,-0.99,0.0,173.64,Glass,10.76
384817,Windows,M_Casement 3x3 with Trim,,01,384532,0.11,-0.99,0.0,173.64,Glass,10.76
