element_id,orientation,glass_area_m2,annual_radiation_kwh_m2,capacity_kw,annual_energy_kwh,specific_yield_kwh_kw,power_density_w_m2,total_cost_eur,cost_per_kw_eur,panel_efficiency_%,panel_transparency_%,panel_cost_per_m2_eur
367126,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
367134,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
369224,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
369225,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
369235,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
369236,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
369246,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
369247,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
385911,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
385912,South (135-225°),14.51,1500,2.48,2977.45,1200.00,171.00,5223.60,2105.26,0.19,0.15,400.00
386487,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
386488,South (135-225°),14.51,1500,2.48,2977.45,1200.00,171.00,5223.60,2105.26,0.19,0.15,400.00
386644,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
386645,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
386714,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
386715,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
386729,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
386730,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
386744,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
386745,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
386771,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
386772,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
386775,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
386776,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
386779,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
386780,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
383925,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
383926,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
383927,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
383928,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384221,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384222,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384223,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384224,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384379,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384380,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384381,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384382,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384368,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384369,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384370,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384371,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384357,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384358,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384359,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384360,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384346,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384347,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384348,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384349,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384335,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384336,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384337,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384338,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384324,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384325,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384326,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384327,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384313,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384314,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384315,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384316,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384302,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384303,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384304,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384305,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384291,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384292,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384293,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384294,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384280,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384281,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384282,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384283,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384269,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384270,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384271,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384272,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384258,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384259,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384260,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384261,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384247,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384248,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
384249,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
384250,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
375328,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
375333,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
375334,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
375337,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
375340,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
375354,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
375355,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
375356,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
375357,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
375358,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
375370,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
375371,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
375372,South (135-225°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
375373,South (135-225°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
375374,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384673,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
384763,South (135-225°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
372278,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
372279,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
372280,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
372281,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
372282,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
372283,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
372284,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
372285,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
372286,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
372287,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
372288,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
372289,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
372290,West (225-315°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
372291,West (225-315°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
372292,West (225-315°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
371250,East (45-135°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
371251,East (45-135°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
371252,East (45-135°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
371253,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
371254,East (45-135°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
371255,East (45-135°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
371256,East (45-135°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
371274,West (225-315°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
371273,West (225-315°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
371272,West (225-315°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
371271,West (225-315°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
371270,West (225-315°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
371269,West (225-315°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
371268,West (225-315°),10.76,1500,1.84,2207.95,1200.00,171.00,3873.60,2105.26,0.19,0.15,400.00
367842,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
367843,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
367844,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
368995,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
369015,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
370300,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
371062,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
371063,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
371064,West (225-315°),13.43,1500,2.30,2755.84,1200.00,171.00,4834.80,2105.26,0.19,0.15,400.00
371165,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
371166,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
371176,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
371177,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
371187,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
371188,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
371196,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
371197,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
371205,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
371206,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
371216,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
371217,West (225-315°),1.51,1500,0.26,309.85,1200.00,171.00,543.60,2105.26,0.19,0.15,400.00
366884,West (225-315°),23.39,1500,4.00,4799.63,1200.00,171.00,8420.40,2105.26,0.19,0.15,400.00
350614,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350823,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350544,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350665,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350660,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350655,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350650,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350645,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350640,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350635,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350822,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350824,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350825,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350826,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350827,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350828,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350829,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350830,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350859,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350860,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350861,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350862,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350863,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350864,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350865,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350866,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350867,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350868,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350869,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350870,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350871,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350872,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350873,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350874,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350875,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350876,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350881,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350882,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350883,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350884,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350885,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350886,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350887,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350888,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350889,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350890,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350891,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350892,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350893,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350894,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350895,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350896,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350897,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350898,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350903,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350904,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
350905,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350906,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350907,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350908,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350909,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350910,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350911,South (135-225°),16.22,1500,2.77,3328.34,1200.00,171.00,5839.20,2105.26,0.19,0.15,400.00
350912,South (135-225°),10.68,1500,1.83,2191.54,1200.00,171.00,3844.80,2105.26,0.19,0.15,400.00
